CPUID:,0x906ED
Processor:,Intel Core i7 9700K (Coffee Lake)
Platform:,LGA 1151 (Socket H4)
Revision:,R0
Lithography:,14nm

Session start:,22:14:57 - November 02 - 2020

Time,Core 0 Temp. (�),Core 1 Temp. (�),Core 2 Temp. (�),Core 3 Temp. (�),Core 4 Temp. (�),Core 5 Temp. (�),Core 6 Temp. (�),Core 7 Temp. (�),,Core 0,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 1,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 2,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 3,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 4,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 5,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 6,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 7,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),CPU 0 Power,
23:13:57 11/02/20,29,29,29,28,29,28,28,28,,,29,59,5,1397.61,,29,59,13,1397.61,,29,62,16,1397.61,,27,56,8,1397.61,,28,62,6,1397.61,,27,56,2,1397.61,,27,56,6,1397.61,,27,58,6,1397.61,5.2,
23:14:07 11/02/20,29,29,29,28,29,28,28,28,,,29,59,4,798.63,,29,59,13,798.63,,29,62,14,798.63,,27,56,6,798.63,,28,62,12,798.63,,27,56,4,798.63,,27,56,4,798.63,,27,58,4,798.63,5.6,
23:14:17 11/02/20,33,33,33,39,33,32,33,32,,,29,59,9,4592.13,,29,59,12,4592.13,,29,62,16,4592.13,,27,56,7,4592.13,,28,62,8,4592.13,,27,56,7,4592.13,,27,56,12,4592.13,,27,58,7,4592.13,5.3,
23:14:27 11/02/20,30,30,29,28,30,28,28,27,,,29,59,3,1197.95,,29,59,8,1197.95,,29,62,11,1197.95,,27,56,2,1197.95,,28,62,8,1197.95,,27,56,0,1197.95,,27,56,9,1197.95,,27,58,6,1197.95,4.5,
23:14:37 11/02/20,30,31,30,29,30,28,29,29,,,29,59,8,998.29,,29,59,27,998.29,,29,62,14,998.29,,27,56,6,998.29,,28,62,14,998.29,,27,56,5,4492.31,,27,56,5,4492.31,,27,58,8,4492.31,11.9,
23:14:47 11/02/20,33,35,33,31,33,31,31,30,,,29,59,1,4592.13,,29,59,12,4592.13,,29,62,14,4592.13,,27,56,5,4592.13,,28,62,6,4592.13,,27,56,0,4592.13,,27,56,1,4592.13,,27,58,1,4592.13,11.0,
23:14:57 11/02/20,29,29,30,28,29,28,28,28,,,29,59,3,1197.95,,29,59,3,1197.95,,29,62,8,1197.95,,27,56,3,1197.95,,28,62,11,1197.95,,27,56,3,1197.95,,27,56,3,1197.95,,27,58,2,1197.95,4.3,
23:15:07 11/02/20,29,30,30,27,29,28,29,27,,,29,59,6,798.63,,29,59,5,798.63,,29,62,11,798.63,,27,56,3,798.63,,28,62,10,798.63,,27,56,2,798.63,,27,56,2,798.63,,27,58,11,798.63,7.0,
23:15:17 11/02/20,29,30,29,28,30,28,29,28,,,29,59,9,798.63,,29,59,3,798.63,,29,62,9,798.63,,27,56,8,798.63,,28,62,6,798.63,,27,56,3,798.63,,27,56,2,798.63,,27,58,6,798.63,4.7,
23:15:27 11/02/20,29,29,29,28,29,27,29,27,,,29,59,4,798.63,,29,59,6,798.63,,29,62,11,798.63,,27,56,1,798.63,,28,62,8,798.63,,27,56,1,798.63,,27,56,1,798.63,,27,58,8,798.63,7.0,
23:15:37 11/02/20,30,30,29,29,29,27,29,28,,,29,59,8,798.63,,29,59,14,798.63,,29,62,8,798.63,,27,56,6,798.63,,28,62,14,798.63,,27,56,2,798.63,,27,56,0,798.63,,27,58,0,798.63,4.8,
23:15:47 11/02/20,30,30,30,27,29,28,28,28,,,29,59,7,798.63,,29,59,15,798.63,,29,62,7,798.63,,27,56,9,798.63,,28,62,10,798.63,,27,56,2,798.63,,27,56,2,798.63,,27,58,10,798.63,4.6,
23:15:57 11/02/20,31,32,31,31,33,33,31,31,,,29,59,6,4592.13,,29,59,14,4592.13,,29,62,9,4492.31,,27,56,9,4492.31,,28,62,8,4691.96,,27,56,6,4691.96,,27,56,2,4592.13,,27,58,11,4691.96,5.2,
23:16:07 11/02/20,31,30,30,28,30,28,29,27,,,29,59,7,2296.07,,29,59,7,2296.07,,29,62,7,2296.07,,27,56,6,2296.07,,28,62,4,2296.07,,27,56,1,2296.07,,27,56,1,2296.07,,27,58,9,2296.07,6.0,
23:16:17 11/02/20,30,30,29,28,30,28,29,28,,,29,59,6,1098.12,,29,59,3,1098.12,,29,62,5,1098.12,,27,56,1,1098.12,,28,62,6,1098.12,,27,56,1,1098.12,,27,56,4,1098.12,,27,58,6,1098.12,6.5,
23:16:27 11/02/20,30,30,30,29,30,28,29,28,,,29,59,11,1197.95,,29,59,10,1197.95,,29,62,6,1197.95,,27,56,8,1197.95,,28,62,7,1197.95,,27,56,0,1197.95,,27,56,0,1197.95,,27,58,7,1197.95,5.9,
23:16:37 11/02/20,31,31,31,30,31,29,29,29,,,29,59,4,1098.12,,29,59,3,1098.12,,29,62,6,1098.12,,27,56,3,1098.12,,28,62,1,1098.12,,27,56,1,1098.12,,27,56,1,1098.12,,27,58,3,1098.12,5.5,
23:16:47 11/02/20,31,30,30,29,30,29,30,29,,,29,59,16,898.46,,29,59,11,898.46,,29,62,15,898.46,,27,56,5,898.46,,28,62,10,898.46,,27,56,5,898.46,,27,56,4,898.46,,27,58,16,898.46,9.2,
23:16:57 11/02/20,31,30,30,29,30,29,30,29,,,29,59,6,1197.95,,29,59,6,1197.95,,29,62,5,1197.95,,27,56,3,1197.95,,28,62,14,1197.95,,27,56,2,1197.95,,27,56,4,1197.95,,27,58,7,1197.95,6.1,
23:17:07 11/02/20,32,31,31,30,31,29,31,29,,,29,59,14,4392.48,,29,59,22,4392.48,,29,62,11,4392.48,,27,56,9,4392.48,,28,62,12,4392.48,,27,56,4,4092.99,,27,56,6,4092.99,,27,58,9,4092.99,5.4,
23:17:17 11/02/20,31,30,30,29,30,29,29,28,,,29,59,8,798.63,,29,59,5,798.63,,29,62,8,798.63,,27,56,3,798.63,,28,62,9,798.63,,27,56,3,798.63,,27,56,8,798.63,,27,58,2,798.63,5.9,
23:17:27 11/02/20,31,31,30,29,30,28,29,28,,,29,59,11,798.63,,29,59,8,798.63,,29,62,8,798.63,,27,56,4,798.63,,28,62,13,798.63,,27,56,4,798.63,,27,56,1,798.63,,27,58,7,798.63,5.8,
23:17:37 11/02/20,31,30,30,29,30,28,29,28,,,29,59,10,1197.95,,29,59,21,1197.95,,29,62,18,1197.95,,27,56,11,1197.95,,28,62,16,1197.95,,27,56,7,1197.95,,27,56,2,1197.95,,27,58,0,1197.95,9.6,
23:17:47 11/02/20,31,30,30,29,30,29,29,28,,,29,59,5,4092.99,,29,59,4,4092.99,,29,62,4,4092.99,,27,56,0,4092.99,,28,62,11,4092.99,,27,56,4,4092.99,,27,56,4,4092.99,,27,58,5,4092.99,5.2,
23:17:57 11/02/20,30,30,30,29,30,29,29,28,,,29,59,8,1197.95,,29,59,5,1197.95,,29,62,8,1197.95,,27,56,2,1597.26,,28,62,11,1597.26,,27,56,0,1597.26,,27,56,6,1597.26,,27,58,6,1597.26,4.1,
23:18:07 11/02/20,31,30,30,28,30,28,29,28,,,29,59,7,1297.78,,29,59,11,1297.78,,29,62,10,1297.78,,27,56,7,1297.78,,28,62,22,1297.78,,27,56,8,1297.78,,27,56,2,1297.78,,27,58,7,1297.78,6.0,
23:18:17 11/02/20,30,30,30,29,30,29,29,28,,,29,59,5,1297.78,,29,59,12,1297.78,,29,62,5,1297.78,,27,56,2,1297.78,,28,62,3,1297.78,,27,56,0,1297.78,,27,56,3,1297.78,,27,58,6,1297.78,5.2,
23:18:27 11/02/20,31,32,31,29,30,29,29,29,,,29,59,4,4592.13,,29,59,12,4592.13,,29,62,12,4592.13,,27,56,7,4592.13,,28,62,15,4592.13,,27,56,6,4592.13,,27,56,3,4592.13,,27,58,10,4592.13,11.0,
23:18:37 11/02/20,30,30,30,28,30,28,29,28,,,29,59,8,798.63,,29,59,14,798.63,,29,62,13,798.63,,27,56,8,798.63,,28,62,10,798.63,,27,56,4,798.63,,27,56,2,798.63,,27,58,5,798.63,6.7,
23:18:47 11/02/20,30,30,30,28,30,28,29,28,,,29,59,2,798.63,,29,59,11,798.63,,29,62,10,798.63,,27,56,5,798.63,,28,62,10,798.63,,27,56,2,798.63,,27,56,0,798.63,,27,58,5,798.63,4.7,
23:18:57 11/02/20,31,31,31,29,31,30,32,30,,,29,59,10,4592.13,,29,59,8,4592.13,,29,62,10,4592.13,,27,56,6,4592.13,,28,62,13,4592.13,,27,56,3,4592.13,,27,56,3,4592.13,,27,58,3,4592.13,6.1,
23:19:07 11/02/20,31,30,31,29,30,28,29,28,,,29,59,10,4691.96,,29,59,25,4691.96,,29,62,6,4691.96,,27,56,9,4691.96,,28,62,14,4691.96,,27,56,1,4691.96,,27,56,0,4691.96,,27,58,6,4691.96,5.3,
23:19:17 11/02/20,30,29,30,29,30,27,29,28,,,29,59,7,798.63,,29,59,21,798.63,,29,62,10,798.63,,27,56,7,798.63,,28,62,4,798.63,,27,56,4,798.63,,27,56,3,798.63,,27,58,6,798.63,20.3,
23:19:27 11/02/20,30,31,30,29,30,28,29,28,,,29,59,6,3593.84,,29,59,27,3593.84,,29,62,11,3593.84,,27,56,10,3593.84,,28,62,11,3593.84,,27,56,2,3593.84,,27,56,3,3593.84,,27,58,8,3593.84,9.2,
23:19:37 11/02/20,30,30,29,28,30,28,29,29,,,29,59,4,798.63,,29,59,19,798.63,,29,62,14,798.63,,27,56,9,798.63,,28,62,11,798.63,,27,56,0,798.63,,27,56,3,798.63,,27,58,10,798.63,4.3,
23:19:47 11/02/20,29,30,30,28,29,28,29,28,,,29,59,6,798.63,,29,59,34,798.63,,29,62,16,798.63,,27,56,10,798.63,,28,62,16,798.63,,27,56,5,798.63,,27,56,3,798.63,,27,58,4,798.63,20.6,
23:19:57 11/02/20,32,32,31,30,31,29,30,29,,,29,59,7,4592.13,,29,59,23,4592.13,,29,62,15,4592.13,,27,56,15,4592.13,,28,62,10,4592.13,,27,56,4,4592.13,,27,56,2,4592.13,,27,58,6,4592.13,4.9,
23:20:07 11/02/20,30,31,31,29,30,28,29,29,,,29,59,11,1597.26,,29,59,20,1597.26,,29,62,11,1597.26,,27,56,11,1597.26,,28,62,19,1597.26,,27,56,8,1597.26,,27,56,5,1597.26,,27,58,8,1597.26,29.1,
23:20:17 11/02/20,31,31,30,28,30,28,29,28,,,29,59,3,1297.78,,29,59,18,1297.78,,29,62,11,1297.78,,27,56,6,1297.78,,28,62,22,1297.78,,27,56,12,1297.78,,27,56,6,1297.78,,27,58,9,1297.78,16.3,
23:20:27 11/02/20,31,32,31,30,31,31,31,30,,,29,59,9,4492.31,,29,59,30,4492.31,,29,62,14,4492.31,,27,56,12,4492.31,,28,62,5,4492.31,,27,56,11,4492.31,,27,56,9,4492.31,,27,58,8,4492.31,8.2,
23:20:37 11/02/20,30,31,29,29,30,29,30,29,,,29,59,13,1098.12,,29,59,19,1098.12,,29,62,8,1098.12,,27,56,10,1098.12,,28,62,19,1098.12,,27,56,2,1098.12,,27,56,5,1098.12,,27,58,4,1098.12,22.6,
23:20:47 11/02/20,30,31,30,30,30,28,29,28,,,29,59,8,1197.95,,29,59,37,1197.95,,29,62,14,1197.95,,27,56,14,1197.95,,28,62,9,1197.95,,27,56,6,1197.95,,27,56,6,1197.95,,27,58,3,1197.95,10.7,
23:20:57 11/02/20,31,32,31,30,31,30,30,29,,,29,59,6,798.63,,29,59,35,798.63,,29,62,23,798.63,,27,56,19,798.63,,28,62,20,798.63,,27,56,11,798.63,,27,56,5,798.63,,27,58,8,798.63,7.4,
23:21:07 11/02/20,32,32,32,31,31,30,31,29,,,29,59,6,2395.90,,29,59,28,2395.90,,29,62,27,2395.90,,27,56,11,2395.90,,28,62,19,2395.90,,27,56,8,2395.90,,27,56,6,2395.90,,27,58,11,2395.90,20.5,
23:21:17 11/02/20,31,30,30,29,30,29,31,29,,,29,59,7,998.29,,29,59,21,998.29,,29,62,17,998.29,,27,56,10,998.29,,28,62,13,998.29,,27,56,10,998.29,,27,56,6,998.29,,27,58,3,998.29,10.6,
23:21:27 11/02/20,33,32,33,30,32,31,31,30,,,29,59,12,4592.13,,29,59,20,4592.13,,29,62,17,4592.13,,27,56,7,4592.13,,28,62,22,4592.13,,27,56,11,4592.13,,27,56,3,4592.13,,27,58,12,4592.13,38.3,
23:21:37 11/02/20,33,33,33,30,31,30,31,30,,,29,59,10,3993.16,,29,59,24,3993.16,,29,62,19,3993.16,,27,56,5,3993.16,,28,62,18,3993.16,,27,56,2,3993.16,,27,56,7,3993.16,,27,58,2,3993.16,21.0,
23:21:47 11/02/20,36,35,35,33,34,32,35,33,,,29,59,18,4592.13,,29,59,42,4592.13,,29,62,29,4592.13,,27,56,23,4592.13,,28,62,25,4592.13,,27,56,18,4592.13,,27,56,25,4592.13,,27,58,31,4492.31,48.5,
23:21:57 11/02/20,42,36,33,32,33,32,33,32,,,29,59,9,4592.13,,29,59,29,4592.13,,29,62,18,4592.13,,27,56,1,4592.13,,28,62,17,4592.13,,27,56,4,4592.13,,27,56,7,4592.13,,27,58,11,4592.13,34.5,
23:22:07 11/02/20,34,33,34,31,33,31,32,32,,,29,59,15,3993.16,,29,59,39,3993.16,,29,62,21,3993.16,,27,56,15,3993.16,,28,62,17,3993.16,,27,56,14,3993.16,,27,56,9,3993.16,,27,58,6,3993.16,25.3,
23:22:17 11/02/20,31,31,31,30,31,29,30,29,,,29,59,11,1098.12,,29,59,28,1098.12,,29,62,11,1098.12,,27,56,14,1098.12,,28,62,19,1098.12,,27,56,6,1098.12,,27,56,8,1098.12,,27,58,8,1098.12,4.7,
23:22:27 11/02/20,32,31,32,30,32,29,31,29,,,29,59,3,3094.70,,29,59,35,3094.70,,29,62,21,3094.70,,27,56,5,3094.70,,28,62,11,3094.70,,27,56,2,3094.70,,27,56,3,3094.70,,27,58,3,3094.70,28.1,
23:22:37 11/02/20,32,32,32,31,32,29,30,30,,,29,59,8,4691.96,,29,59,19,4691.96,,29,62,13,4691.96,,27,56,10,4691.96,,28,62,14,4691.96,,27,56,10,4592.13,,27,56,6,4691.96,,27,58,3,4691.96,16.2,
23:22:47 11/02/20,31,31,31,30,32,29,30,30,,,29,59,12,2595.55,,29,59,22,2595.55,,29,62,19,2595.55,,27,56,9,2595.55,,28,62,14,2595.55,,27,56,1,2595.55,,27,56,3,2595.55,,27,58,11,2595.55,29.8,
23:22:57 11/02/20,33,32,33,32,32,31,31,31,,,29,59,6,4292.65,,29,59,28,4292.65,,29,62,17,4292.65,,27,56,9,4292.65,,28,62,14,4292.65,,27,56,6,4292.65,,27,56,4,4292.65,,27,58,6,4292.65,22.9,
23:23:07 11/02/20,31,31,31,29,31,29,30,29,,,29,59,16,798.63,,29,59,21,798.63,,29,62,11,798.63,,27,56,7,798.63,,28,62,16,798.63,,27,56,4,798.63,,27,56,2,798.63,,27,58,8,798.63,8.4,
23:23:17 11/02/20,31,30,31,29,31,29,29,28,,,29,59,9,1996.58,,29,59,32,1996.58,,29,62,23,1996.58,,27,56,14,1996.58,,28,62,21,1996.58,,27,56,4,1996.58,,27,56,7,1996.58,,27,58,6,1996.58,28.1,
23:23:27 11/02/20,31,32,32,30,31,30,31,30,,,29,59,6,4592.13,,29,59,24,4592.13,,29,62,9,4592.13,,27,56,11,4592.13,,28,62,19,4592.13,,27,56,5,4592.13,,27,56,6,4592.13,,27,58,5,4592.13,17.0,
23:23:37 11/02/20,31,31,30,30,30,29,29,28,,,29,59,4,1197.95,,29,59,22,1197.95,,29,62,6,1197.95,,27,56,8,1197.95,,28,62,22,1197.95,,27,56,3,1197.95,,27,56,3,1197.95,,27,58,3,1197.95,28.9,
23:23:47 11/02/20,30,30,30,30,31,29,29,28,,,29,59,8,1197.95,,29,59,25,1197.95,,29,62,13,1197.95,,27,56,5,1197.95,,28,62,18,1197.95,,27,56,7,1197.95,,27,56,5,1197.95,,27,58,10,1197.95,23.9,
23:23:57 11/02/20,31,31,31,30,32,29,31,29,,,29,59,8,3094.70,,29,59,28,3094.70,,29,62,17,3094.70,,27,56,11,3094.70,,28,62,13,3094.70,,27,56,3,3094.70,,27,56,6,3094.70,,27,58,13,3094.70,32.0,
23:24:07 11/02/20,30,31,31,29,31,29,30,29,,,29,59,2,1197.95,,29,59,26,1197.95,,29,62,15,1197.95,,27,56,4,1197.95,,28,62,16,1197.95,,27,56,1,1197.95,,27,56,1,1197.95,,27,58,9,1197.95,33.0,
23:24:17 11/02/20,35,35,36,34,35,32,33,34,,,29,59,26,4592.13,,29,59,33,4592.13,,29,62,29,4592.13,,27,56,20,4592.13,,28,62,33,4592.13,,27,56,18,4592.13,,27,56,25,4592.13,,27,58,26,4592.13,41.1,
23:24:27 11/02/20,34,33,35,33,34,31,32,32,,,29,59,13,3993.16,,29,59,25,3993.16,,29,62,22,3993.16,,27,56,17,3993.16,,28,62,27,3993.16,,27,56,24,3993.16,,27,56,11,3993.16,,27,58,11,3993.16,32.8,
23:24:37 11/02/20,31,31,31,30,31,29,31,30,,,29,59,11,798.63,,29,59,30,798.63,,29,62,21,798.63,,27,56,8,798.63,,28,62,17,798.63,,27,56,0,798.63,,27,56,2,798.63,,27,58,3,798.63,28.6,
23:24:47 11/02/20,32,31,31,31,32,29,31,30,,,29,59,12,1597.26,,29,59,16,1597.26,,29,62,21,1597.26,,27,56,4,1597.26,,28,62,16,1597.26,,27,56,2,1597.26,,27,56,1,1597.26,,27,58,4,1597.26,27.5,
23:24:57 11/02/20,32,32,32,31,32,30,31,30,,,29,59,16,3094.70,,29,59,21,3094.70,,29,62,13,3094.70,,27,56,13,3094.70,,28,62,19,3094.70,,27,56,8,3094.70,,27,56,5,3094.70,,27,58,11,3094.70,26.7,
23:25:07 11/02/20,32,31,31,30,31,29,31,29,,,29,59,12,798.63,,29,59,34,798.63,,29,62,22,798.63,,27,56,8,798.63,,28,62,8,798.63,,27,56,12,798.63,,27,56,5,798.63,,27,58,3,798.63,29.2,
23:25:17 11/02/20,32,31,33,31,32,29,31,30,,,29,59,6,1197.95,,29,59,23,1197.95,,29,62,11,1197.95,,27,56,12,1197.95,,28,62,12,1197.95,,27,56,9,1197.95,,27,56,1,1197.95,,27,58,5,1197.95,29.1,
23:25:27 11/02/20,33,32,33,31,32,30,31,31,,,29,59,4,3993.16,,29,59,28,3993.16,,29,62,11,3993.16,,27,56,7,3993.16,,28,62,11,3993.16,,27,56,6,3993.16,,27,56,6,3993.16,,27,58,12,3993.16,32.5,
23:25:37 11/02/20,33,32,32,30,31,30,31,30,,,29,59,17,798.63,,29,59,23,798.63,,29,62,14,798.63,,27,56,17,798.63,,28,62,17,798.63,,27,56,2,798.63,,27,56,5,798.63,,27,58,11,798.63,32.3,
23:25:47 11/02/20,32,32,32,31,31,29,30,30,,,29,59,17,798.63,,29,59,20,798.63,,29,62,8,798.63,,27,56,6,798.63,,28,62,11,798.63,,27,56,9,798.63,,27,56,1,798.63,,27,58,5,798.63,22.1,
23:25:57 11/02/20,33,32,33,31,33,39,32,32,,,29,59,9,4592.13,,29,59,33,4592.13,,29,62,27,4592.13,,27,56,10,4592.13,,28,62,16,4592.13,,27,56,7,4592.13,,27,56,2,4592.13,,27,58,7,4492.31,30.2,
23:26:07 11/02/20,33,32,32,31,31,31,31,31,,,29,59,6,1397.61,,29,59,20,1397.61,,29,62,8,1397.61,,27,56,1,1397.61,,28,62,9,1397.61,,27,56,5,1397.61,,27,56,2,1397.61,,27,58,5,1397.61,11.1,
23:26:17 11/02/20,33,32,33,31,32,30,31,31,,,29,59,6,2895.04,,29,59,12,2895.04,,29,62,17,2895.04,,27,56,12,2895.04,,28,62,19,2895.04,,27,56,1,2895.04,,27,56,8,2895.04,,27,58,6,2895.04,25.2,
23:26:27 11/02/20,33,32,33,31,32,30,31,30,,,29,59,8,3094.70,,29,59,12,3094.70,,29,62,9,3094.70,,27,56,3,3094.70,,28,62,15,2795.21,,27,56,4,2795.21,,27,56,1,2795.21,,27,58,4,2795.21,29.8,
23:26:37 11/02/20,33,33,33,31,33,31,32,31,,,29,59,22,2795.21,,29,59,24,2795.21,,29,62,16,2795.21,,27,56,8,2795.21,,28,62,22,2795.21,,27,56,1,2795.21,,27,56,3,2795.21,,27,58,14,2795.21,19.2,
23:26:47 11/02/20,34,33,33,32,33,32,32,32,,,29,59,3,4592.13,,29,59,25,4592.13,,29,62,6,4592.13,,27,56,6,4592.13,,28,62,1,4592.13,,27,56,6,4592.13,,27,56,0,4592.13,,27,58,3,4592.13,25.1,
23:26:57 11/02/20,47,45,41,39,39,36,41,40,,,29,59,16,4592.13,,29,59,33,4592.13,,29,62,19,4592.13,,27,56,10,4592.13,,28,62,24,4592.13,,27,56,10,4592.13,,27,56,13,4592.13,,27,58,13,4592.13,10.9,
23:27:07 11/02/20,34,32,34,32,33,31,32,31,,,29,59,16,798.63,,29,59,24,798.63,,29,62,24,798.63,,27,56,5,798.63,,28,62,14,798.63,,27,56,0,798.63,,27,56,8,798.63,,27,58,8,798.63,15.2,
23:27:17 11/02/20,36,41,41,36,38,36,35,35,,,29,59,10,4592.13,,29,59,29,4592.13,,29,62,13,4592.13,,27,56,9,4592.13,,28,62,10,4592.13,,27,56,7,4592.13,,27,56,4,4592.13,,27,58,7,4592.13,34.6,
23:27:27 11/02/20,33,33,33,33,33,32,32,31,,,29,59,8,798.63,,29,59,24,798.63,,29,62,10,798.63,,27,56,8,798.63,,28,62,13,798.63,,27,56,5,798.63,,27,56,4,798.63,,27,58,2,798.63,10.6,
23:27:37 11/02/20,36,37,37,35,39,35,48,37,,,29,59,11,4592.13,,29,59,19,4592.13,,29,62,17,4592.13,,27,56,10,4592.13,,28,62,17,4592.13,,27,56,27,4592.13,,27,56,28,4592.13,,27,58,44,4492.31,44.0,
23:27:47 11/02/20,35,34,35,33,34,32,33,32,,,29,59,10,1197.95,,29,59,22,1197.95,,29,62,11,1197.95,,27,56,3,1197.95,,28,62,24,1197.95,,27,56,8,1197.95,,27,56,14,1197.95,,27,58,11,1197.95,37.3,
23:27:57 11/02/20,36,35,36,35,36,34,33,33,,,29,59,11,798.63,,29,59,23,798.63,,29,62,23,798.63,,27,56,8,798.63,,28,62,20,798.63,,27,56,16,798.63,,27,56,11,798.63,,27,58,8,798.63,28.6,
23:28:07 11/02/20,37,37,38,35,38,35,41,41,,,29,59,14,4492.31,,29,59,17,4492.31,,29,62,13,4492.31,,27,56,9,4592.13,,28,62,20,4592.13,,27,56,9,4592.13,,27,56,13,4592.13,,27,58,9,4592.13,31.1,
23:28:17 11/02/20,35,36,36,34,34,32,33,32,,,29,59,13,798.63,,29,59,23,798.63,,29,62,15,798.63,,27,56,4,798.63,,28,62,9,798.63,,27,56,3,798.63,,27,56,6,798.63,,27,58,6,798.63,6.3,
23:28:27 11/02/20,37,39,39,37,43,37,35,36,,,29,59,11,4592.13,,29,59,25,4592.13,,29,62,11,4592.13,,27,56,5,4592.13,,28,62,8,4592.13,,27,56,3,4592.13,,27,56,2,4592.13,,27,58,5,4592.13,15.4,
23:28:37 11/02/20,35,43,36,38,42,33,34,33,,,29,59,9,4492.31,,29,59,27,4592.13,,29,62,13,4592.13,,27,56,5,4592.13,,28,62,18,4592.13,,27,56,1,4592.13,,27,56,1,4592.13,,27,58,5,4592.13,28.3,
23:28:47 11/02/20,35,43,38,36,42,34,34,34,,,29,59,10,4492.31,,29,59,25,4592.13,,29,62,13,4492.31,,27,56,8,4592.13,,28,62,18,4592.13,,27,56,7,4592.13,,27,56,5,4592.13,,27,58,13,4492.31,4.7,
23:28:57 11/02/20,35,44,37,38,42,34,34,33,,,29,59,7,4592.13,,29,59,24,4592.13,,29,62,19,4592.13,,27,56,6,4592.13,,28,62,25,4592.13,,27,56,5,4592.13,,27,56,0,4592.13,,27,58,10,4592.13,24.0,
23:29:07 11/02/20,35,43,39,35,42,33,34,33,,,29,59,11,4492.31,,29,59,15,4592.13,,29,62,14,4592.13,,27,56,6,4592.13,,28,62,9,4592.13,,27,56,2,4592.13,,27,56,4,4592.13,,27,58,4,4592.13,10.0,
23:29:17 11/02/20,34,41,39,34,41,32,33,32,,,29,59,4,4492.31,,29,59,11,4492.31,,29,62,4,4592.13,,27,56,14,4492.31,,28,62,17,4592.13,,27,56,0,4592.13,,27,56,0,4492.31,,27,58,3,4592.13,15.3,
23:29:27 11/02/20,36,44,38,37,42,34,34,33,,,29,59,14,4492.31,,29,59,40,4592.13,,29,62,21,4492.31,,27,56,12,4592.13,,28,62,12,4492.31,,27,56,7,4492.31,,27,56,7,4592.13,,27,58,7,4592.13,13.6,
23:29:37 11/02/20,34,41,38,34,41,31,33,33,,,29,59,12,4492.31,,29,59,31,4492.31,,29,62,17,4492.31,,27,56,12,4492.31,,28,62,11,4492.31,,27,56,5,4492.31,,27,56,4,4492.31,,27,58,4,4592.13,4.4,
23:29:47 11/02/20,36,45,38,37,42,37,37,36,,,29,59,14,4492.31,,29,59,26,4592.13,,29,62,28,4592.13,,27,56,9,4492.31,,28,62,12,4592.13,,27,56,9,4592.13,,27,56,11,4592.13,,27,58,18,4592.13,21.0,
23:29:57 11/02/20,35,44,39,36,42,34,33,33,,,29,59,16,4492.31,,29,59,11,4492.31,,29,62,19,4492.31,,27,56,14,4592.13,,28,62,19,4592.13,,27,56,11,4492.31,,27,56,13,4592.13,,27,58,8,4592.13,10.5,
23:30:07 11/02/20,36,42,39,35,41,33,33,34,,,29,59,11,4592.13,,29,59,17,4592.13,,29,62,16,4492.31,,27,56,22,4492.31,,28,62,20,4592.13,,27,56,8,4492.31,,27,56,9,4592.13,,27,58,8,4592.13,22.9,
23:30:17 11/02/20,43,44,43,40,43,38,35,36,,,29,59,23,4492.31,,29,59,30,4492.31,,29,62,23,4492.31,,27,56,11,4492.31,,28,62,20,4492.31,,27,56,9,4492.31,,27,56,14,4492.31,,27,58,15,4492.31,12.6,
23:30:27 11/02/20,36,42,37,34,36,39,34,33,,,29,59,17,4492.31,,29,59,17,4592.13,,29,62,9,4492.31,,27,56,11,4492.31,,28,62,5,4592.13,,27,56,12,4592.13,,27,56,6,4592.13,,27,58,14,4492.31,16.0,
23:30:37 11/02/20,36,44,40,38,38,41,35,36,,,29,59,9,4592.13,,29,59,19,4592.13,,29,62,14,4592.13,,27,56,11,4492.31,,28,62,13,4592.13,,27,56,14,4592.13,,27,56,5,4592.13,,27,58,9,4592.13,13.6,
23:30:47 11/02/20,35,43,36,35,40,33,33,32,,,29,59,18,4492.31,,29,59,19,4592.13,,29,62,13,4492.31,,27,56,8,4592.13,,28,62,15,4492.31,,27,56,10,4592.13,,27,56,10,4492.31,,27,58,13,4592.13,10.0,
23:30:57 11/02/20,44,42,46,38,42,37,35,35,,,29,59,21,4492.31,,29,59,30,4492.31,,29,62,19,4492.31,,27,56,18,4492.31,,28,62,14,4492.31,,27,56,8,4492.31,,27,56,14,4492.31,,27,58,13,4492.31,23.7,
23:31:07 11/02/20,38,43,40,35,36,39,35,33,,,29,59,8,4492.31,,29,59,22,4592.13,,29,62,13,4492.31,,27,56,6,4492.31,,28,62,8,4492.31,,27,56,6,4592.13,,27,56,6,4492.31,,27,58,11,4592.13,10.8,
23:31:17 11/02/20,40,39,39,38,38,34,33,32,,,29,59,20,4492.31,,29,59,16,4492.31,,29,62,12,4492.31,,27,56,11,4492.31,,28,62,11,4492.31,,27,56,9,4492.31,,27,56,8,4492.31,,27,58,20,4492.31,14.8,
