CPUID:,0x906ED
Processor:,Intel Core i7 9700K (Coffee Lake)
Platform:,LGA 1151 (Socket H4)
Revision:,R0
Lithography:,14nm

Session start:,22:14:57 - November 02 - 2020

Time,Core 0 Temp. (�),Core 1 Temp. (�),Core 2 Temp. (�),Core 3 Temp. (�),Core 4 Temp. (�),Core 5 Temp. (�),Core 6 Temp. (�),Core 7 Temp. (�),,Core 0,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 1,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 2,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 3,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 4,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 5,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 6,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 7,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),CPU 0 Power,
23:37:37 11/02/20,31,31,31,29,31,28,29,28,,,29,59,17,1397.61,,29,59,21,1397.61,,29,62,9,1397.61,,27,56,9,1397.61,,28,62,9,1397.61,,27,56,6,1397.61,,27,56,4,1397.61,,27,58,11,1397.61,11.3,
23:37:47 11/02/20,30,31,30,28,30,28,29,28,,,29,59,7,4592.13,,29,59,9,4592.13,,29,62,7,4592.13,,27,56,1,4592.13,,28,62,4,4592.13,,27,56,6,4592.13,,27,56,7,4592.13,,27,58,6,4592.13,9.5,
23:37:57 11/02/20,31,31,31,29,31,30,31,29,,,29,59,8,4492.31,,29,59,13,4492.31,,29,62,5,4492.31,,27,56,5,4492.31,,28,62,3,4492.31,,27,56,3,4492.31,,27,56,3,4492.31,,27,58,1,4492.31,13.0,
23:38:07 11/02/20,29,31,30,28,30,29,29,28,,,29,59,6,1197.95,,29,59,4,1197.95,,29,62,9,1197.95,,27,56,6,1197.95,,28,62,11,1197.95,,27,56,1,1197.95,,27,56,6,1197.95,,27,58,6,1197.95,10.8,
23:38:17 11/02/20,30,30,30,28,30,28,28,28,,,29,59,6,1098.12,,29,59,3,1098.12,,29,62,1,1098.12,,27,56,1,1098.12,,28,62,8,1098.12,,27,56,1,1098.12,,27,56,2,1098.12,,27,58,6,1098.12,9.7,
23:38:27 11/02/20,30,30,30,28,30,28,29,28,,,29,59,8,798.63,,29,59,6,798.63,,29,62,8,798.63,,27,56,2,798.63,,28,62,0,798.63,,27,56,0,798.63,,27,56,2,798.63,,27,58,3,798.63,11.8,
23:38:37 11/02/20,32,33,31,30,31,29,30,30,,,29,59,13,4592.13,,29,59,11,4592.13,,29,62,6,4592.13,,27,56,2,4592.13,,28,62,6,4592.13,,27,56,2,4592.13,,27,56,3,4592.13,,27,58,3,4592.13,11.2,
23:38:47 11/02/20,31,31,31,28,31,29,29,28,,,29,59,1,1796.92,,29,59,4,1796.92,,29,62,7,1796.92,,27,56,1,1796.92,,28,62,8,1796.92,,27,56,4,1796.92,,27,56,3,1796.92,,27,58,8,1796.92,17.2,
23:38:57 11/02/20,31,30,29,28,30,28,29,28,,,29,59,10,1597.26,,29,59,5,1597.26,,29,62,7,1597.26,,27,56,4,1597.26,,28,62,3,1597.26,,27,56,0,1597.26,,27,56,5,1597.26,,27,58,5,1597.26,12.3,
23:39:07 11/02/20,30,30,29,28,30,28,29,28,,,29,59,6,1397.61,,29,59,7,1397.61,,29,62,3,1397.61,,27,56,4,1397.61,,28,62,1,1397.61,,27,56,0,1397.61,,27,56,3,1397.61,,27,58,6,1397.61,11.0,
23:39:17 11/02/20,31,31,31,28,31,28,30,28,,,29,59,5,4292.65,,29,59,5,4292.65,,29,62,4,4292.65,,27,56,8,4292.65,,28,62,2,4292.65,,27,56,2,4292.65,,27,56,0,4292.65,,27,58,0,4292.65,9.9,
23:39:27 11/02/20,29,30,29,28,30,28,29,28,,,29,59,6,998.29,,29,59,2,998.29,,29,62,7,998.29,,27,56,4,998.29,,28,62,7,998.29,,27,56,1,998.29,,27,56,3,998.29,,27,58,1,998.29,10.3,
23:39:37 11/02/20,31,31,31,29,30,29,29,28,,,29,59,5,3693.67,,29,59,8,3693.67,,29,62,8,3693.67,,27,56,8,3693.67,,28,62,1,3693.67,,27,56,0,3693.67,,27,56,3,3693.67,,27,58,8,3693.67,15.4,
23:39:47 11/02/20,32,35,34,31,32,30,30,29,,,29,59,9,4691.96,,29,59,18,4691.96,,29,62,9,4691.96,,27,56,7,4691.96,,28,62,9,4691.96,,27,56,3,4691.96,,27,56,2,4691.96,,27,58,15,4691.96,15.9,
23:39:57 11/02/20,34,33,34,31,33,32,33,32,,,29,59,3,4292.65,,29,59,12,4292.65,,29,62,6,4292.65,,27,56,3,4292.65,,28,62,8,4292.65,,27,56,3,4292.65,,27,56,11,4292.65,,27,58,11,4292.65,28.0,
23:40:07 11/02/20,33,32,33,31,33,31,31,31,,,29,59,9,4292.65,,29,59,21,4292.65,,29,62,12,4292.65,,27,56,7,4292.65,,28,62,5,4292.65,,27,56,2,4292.65,,27,56,12,4292.65,,27,58,12,3993.16,30.1,
23:40:17 11/02/20,31,31,31,29,31,28,29,28,,,29,59,7,1397.61,,29,59,6,1397.61,,29,62,9,1397.61,,27,56,6,1397.61,,28,62,1,1397.61,,27,56,4,1397.61,,27,56,0,1397.61,,27,58,8,1397.61,12.7,
23:40:27 11/02/20,34,33,35,32,34,34,32,32,,,29,59,4,4592.13,,29,59,14,4592.13,,29,62,8,4592.13,,27,56,4,4592.13,,28,62,6,4592.13,,27,56,4,4592.13,,27,56,1,4592.13,,27,58,4,4592.13,29.3,
23:40:37 11/02/20,34,37,35,33,34,33,33,32,,,29,59,6,4492.31,,29,59,12,4492.31,,29,62,5,4492.31,,27,56,8,4492.31,,28,62,4,4492.31,,27,56,8,4492.31,,27,56,1,4492.31,,27,58,5,4492.31,21.1,
23:40:47 11/02/20,33,33,34,33,33,31,31,31,,,29,59,8,4592.13,,29,59,8,4592.13,,29,62,9,4592.13,,27,56,11,4592.13,,28,62,8,4592.13,,27,56,5,4592.13,,27,56,8,4592.13,,27,58,13,4592.13,35.0,
23:40:57 11/02/20,33,33,32,31,32,32,32,31,,,29,59,10,4292.65,,29,59,10,4292.65,,29,62,4,4292.65,,27,56,4,4292.65,,28,62,0,4292.65,,27,56,4,4292.65,,27,56,9,4292.65,,27,58,12,4292.65,23.7,
23:41:07 11/02/20,34,33,32,31,32,31,32,31,,,29,59,4,4592.13,,29,59,9,4592.13,,29,62,6,4592.13,,27,56,4,4592.13,,28,62,6,4592.13,,27,56,8,4592.13,,27,56,4,4592.13,,27,58,4,4592.13,25.5,
23:41:17 11/02/20,32,32,31,29,32,30,31,29,,,29,59,8,1796.92,,29,59,9,1796.92,,29,62,9,1796.92,,27,56,5,1796.92,,28,62,5,1796.92,,27,56,3,1796.92,,27,56,6,1796.92,,27,58,3,1796.92,21.7,
23:41:27 11/02/20,34,33,33,33,34,32,33,31,,,29,59,9,4592.13,,29,59,9,4492.31,,29,62,11,4592.13,,27,56,8,4592.13,,28,62,4,4592.13,,27,56,9,4592.13,,27,56,6,4592.13,,27,58,9,4592.13,23.1,
23:41:37 11/02/20,32,31,31,30,31,29,31,29,,,29,59,11,798.63,,29,59,13,798.63,,29,62,10,798.63,,27,56,10,798.63,,28,62,8,798.63,,27,56,2,798.63,,27,56,4,798.63,,27,58,5,798.63,13.8,
23:41:47 11/02/20,34,34,34,32,33,33,33,32,,,29,59,6,4592.13,,29,59,12,4592.13,,29,62,6,4492.31,,27,56,1,4592.13,,28,62,12,4592.13,,27,56,3,4492.31,,27,56,5,4592.13,,27,58,11,4592.13,18.7,
23:41:57 11/02/20,34,33,34,31,33,32,32,32,,,29,59,12,4592.13,,29,59,17,4592.13,,29,62,12,4592.13,,27,56,9,4492.31,,28,62,4,4592.13,,27,56,8,4592.13,,27,56,11,4592.13,,27,58,12,4592.13,19.4,
23:42:07 11/02/20,34,33,33,32,34,32,32,31,,,29,59,9,3993.16,,29,59,21,3993.16,,29,62,10,3993.16,,27,56,4,3993.16,,28,62,7,3993.16,,27,56,7,3993.16,,27,56,6,3993.16,,27,58,4,3993.16,25.1,
23:42:17 11/02/20,35,33,33,32,32,31,32,31,,,29,59,9,3094.70,,29,59,6,2795.21,,29,62,9,2795.21,,27,56,8,2795.21,,28,62,5,2795.21,,27,56,9,4592.13,,27,56,4,4592.13,,27,58,3,4492.31,22.2,
23:42:27 11/02/20,33,33,33,31,33,31,33,32,,,29,59,18,3993.16,,29,59,18,3993.16,,29,62,19,3993.16,,27,56,6,3993.16,,28,62,7,3993.16,,27,56,7,3993.16,,27,56,10,3993.16,,27,58,6,3993.16,22.9,
23:42:37 11/02/20,33,33,33,31,32,30,31,33,,,29,59,11,3993.16,,29,59,20,3693.67,,29,62,12,3693.67,,27,56,3,3693.67,,28,62,6,3693.67,,27,56,4,3693.67,,27,56,1,3693.67,,27,58,6,3693.67,22.3,
23:42:47 11/02/20,34,34,34,31,33,31,32,32,,,29,59,17,4592.13,,29,59,18,4592.13,,29,62,13,4592.13,,27,56,15,4592.13,,28,62,12,4592.13,,27,56,12,4592.13,,27,56,9,4592.13,,27,58,15,4592.13,17.0,
23:42:57 11/02/20,33,32,33,31,33,31,31,31,,,29,59,7,3394.19,,29,59,9,3394.19,,29,62,6,3394.19,,27,56,6,3394.19,,28,62,6,3394.19,,27,56,4,3394.19,,27,56,1,3394.19,,27,58,6,3394.19,18.5,
23:43:07 11/02/20,34,33,33,31,33,32,32,32,,,29,59,7,4592.13,,29,59,13,4592.13,,29,62,9,4592.13,,27,56,2,4592.13,,28,62,1,4592.13,,27,56,1,4592.13,,27,56,2,4592.13,,27,58,6,4592.13,21.8,
23:43:17 11/02/20,35,35,33,32,34,32,33,32,,,29,59,0,4592.13,,29,59,12,4592.13,,29,62,6,4592.13,,27,56,7,4592.13,,28,62,7,4592.13,,27,56,12,4592.13,,27,56,4,4592.13,,27,58,3,4592.13,25.1,
23:43:27 11/02/20,33,32,33,31,33,31,32,31,,,29,59,12,3094.70,,29,59,13,3094.70,,29,62,18,3094.70,,27,56,12,3094.70,,28,62,12,3094.70,,27,56,12,3094.70,,27,56,3,3094.70,,27,58,7,3094.70,25.6,
23:43:37 11/02/20,32,32,31,31,32,30,31,30,,,29,59,9,3094.70,,29,59,8,2795.21,,29,62,6,2795.21,,27,56,3,2795.21,,28,62,11,2795.21,,27,56,5,2795.21,,27,56,3,2795.21,,27,58,11,2795.21,19.0,
23:43:47 11/02/20,34,33,33,32,33,31,32,31,,,29,59,6,3993.16,,29,59,6,3993.16,,29,62,5,3993.16,,27,56,3,3993.16,,28,62,5,3993.16,,27,56,8,3993.16,,27,56,3,3993.16,,27,58,3,3993.16,25.3,
23:43:57 11/02/20,33,32,32,30,32,31,31,29,,,29,59,6,798.63,,29,59,12,798.63,,29,62,12,798.63,,27,56,6,798.63,,28,62,7,1197.95,,27,56,4,1197.95,,27,56,3,1197.95,,27,58,6,1197.95,20.4,
23:44:07 11/02/20,33,32,32,30,32,31,32,30,,,29,59,10,798.63,,29,59,15,798.63,,29,62,10,798.63,,27,56,9,1197.95,,28,62,12,1197.95,,27,56,12,1197.95,,27,56,8,1197.95,,27,58,8,1197.95,23.2,
23:44:17 11/02/20,32,32,32,30,31,30,31,30,,,29,59,6,1597.26,,29,59,10,1597.26,,29,62,9,1996.58,,27,56,9,1996.58,,28,62,7,1996.58,,27,56,4,1996.58,,27,56,6,1996.58,,27,58,4,1996.58,21.4,
23:44:27 11/02/20,33,32,32,31,33,30,32,31,,,29,59,12,1996.58,,29,59,16,1996.58,,29,62,17,1996.58,,27,56,6,1996.58,,28,62,13,1996.58,,27,56,7,1996.58,,27,56,3,1996.58,,27,58,12,1996.58,21.0,
23:44:37 11/02/20,33,32,32,30,32,30,31,29,,,29,59,10,3993.16,,29,59,15,3993.16,,29,62,10,3993.16,,27,56,10,3993.16,,28,62,4,3993.16,,27,56,2,3693.67,,27,56,10,3693.67,,27,58,9,3693.67,16.0,
23:44:47 11/02/20,33,34,33,32,34,32,32,32,,,29,59,11,4592.13,,29,59,9,4592.13,,29,62,9,4592.13,,27,56,8,4592.13,,28,62,1,4592.13,,27,56,5,4592.13,,27,56,3,4492.31,,27,58,4,4592.13,24.5,
23:44:57 11/02/20,33,33,34,32,33,32,32,31,,,29,59,12,4192.82,,29,59,9,4192.82,,29,62,9,4192.82,,27,56,5,4192.82,,28,62,9,4192.82,,27,56,2,4192.82,,27,56,10,4192.82,,27,58,12,4192.82,22.9,
23:45:07 11/02/20,35,33,35,33,33,31,32,32,,,29,59,6,4592.13,,29,59,6,4592.13,,29,62,3,4592.13,,27,56,4,4592.13,,28,62,8,4592.13,,27,56,11,4592.13,,27,56,6,4592.13,,27,58,11,4592.13,22.9,
23:45:17 11/02/20,33,32,33,31,33,31,31,31,,,29,59,9,3394.19,,29,59,13,3394.19,,29,62,15,3394.19,,27,56,6,3394.19,,28,62,7,3394.19,,27,56,13,3394.19,,27,56,4,3394.19,,27,58,12,3394.19,25.2,
23:45:27 11/02/20,33,32,32,31,32,30,31,31,,,29,59,3,2795.21,,29,59,3,2795.21,,29,62,1,2795.21,,27,56,6,2795.21,,28,62,4,2795.21,,27,56,1,2795.21,,27,56,3,2795.21,,27,58,4,2795.21,22.3,
23:45:37 11/02/20,33,33,33,31,33,32,32,32,,,29,59,9,4592.13,,29,59,18,4592.13,,29,62,6,4592.13,,27,56,2,4492.31,,28,62,12,4592.13,,27,56,9,4592.13,,27,56,6,4592.13,,27,58,4,4592.13,18.0,
23:45:47 11/02/20,32,31,32,30,31,29,31,29,,,29,59,20,1597.26,,29,59,22,1597.26,,29,62,14,1597.26,,27,56,16,1597.26,,28,62,16,1597.26,,27,56,19,1597.26,,27,56,11,1597.26,,27,58,8,1597.26,17.8,
23:45:57 11/02/20,33,32,32,31,33,31,31,31,,,29,59,13,4592.13,,29,59,32,4592.13,,29,62,9,4592.13,,27,56,10,4592.13,,28,62,10,4592.13,,27,56,9,4592.13,,27,56,3,4492.31,,27,58,14,4592.13,16.3,
23:46:07 11/02/20,35,33,34,32,33,31,33,32,,,29,59,11,4592.13,,29,59,20,4592.13,,29,62,8,4592.13,,27,56,9,4592.13,,28,62,15,4592.13,,27,56,9,4592.13,,27,56,6,4592.13,,27,58,6,4592.13,25.1,
23:46:17 11/02/20,44,41,37,33,36,33,35,33,,,29,59,7,4492.31,,29,59,17,4492.31,,29,62,15,4592.13,,27,56,11,4592.13,,28,62,10,4592.13,,27,56,11,4592.13,,27,56,6,4592.13,,27,58,12,4492.31,23.5,
23:46:27 11/02/20,35,35,35,32,33,33,33,32,,,29,59,14,4592.13,,29,59,8,4592.13,,29,62,15,4592.13,,27,56,9,4492.31,,28,62,12,4592.13,,27,56,12,4592.13,,27,56,9,4592.13,,27,58,11,4592.13,22.3,
23:46:37 11/02/20,35,34,35,33,33,32,33,32,,,29,59,9,3394.19,,29,59,14,3394.19,,29,62,6,3394.19,,27,56,8,3394.19,,28,62,10,3394.19,,27,56,5,3394.19,,27,56,3,3394.19,,27,58,8,3394.19,23.1,
23:46:47 11/02/20,33,34,33,31,33,31,33,31,,,29,59,17,3993.16,,29,59,17,3993.16,,29,62,6,3993.16,,27,56,9,3993.16,,28,62,14,3693.67,,27,56,7,3693.67,,27,56,7,3693.67,,27,58,9,3693.67,20.7,
23:46:57 11/02/20,33,32,33,31,33,31,32,30,,,29,59,9,3094.70,,29,59,14,3094.70,,29,62,11,3094.70,,27,56,6,3094.70,,28,62,6,3094.70,,27,56,8,3094.70,,27,56,12,3094.70,,27,58,11,3094.70,19.4,
23:47:07 11/02/20,35,35,36,33,35,34,35,33,,,29,59,9,4592.13,,29,59,6,4592.13,,29,62,6,4592.13,,27,56,11,4592.13,,28,62,4,4592.13,,27,56,7,4592.13,,27,56,0,4592.13,,27,58,4,4592.13,20.1,
23:47:17 11/02/20,33,32,32,31,32,31,32,30,,,29,59,3,2395.90,,29,59,4,2395.90,,29,62,9,2395.90,,27,56,3,2395.90,,28,62,12,2395.90,,27,56,3,2395.90,,27,56,11,2395.90,,27,58,9,2395.90,23.8,
23:47:27 11/02/20,34,33,34,32,32,31,33,31,,,29,59,11,4592.13,,29,59,14,4592.13,,29,62,9,4592.13,,27,56,7,4592.13,,28,62,12,4592.13,,27,56,4,4592.13,,27,56,7,4592.13,,27,58,12,4592.13,25.3,
23:47:37 11/02/20,32,31,31,30,31,29,31,30,,,29,59,4,1597.26,,29,59,7,1597.26,,29,62,3,1597.26,,27,56,3,1597.26,,28,62,4,1597.26,,27,56,1,1597.26,,27,56,3,1597.26,,27,58,8,1597.26,17.1,
23:47:47 11/02/20,33,33,35,31,34,33,32,32,,,29,59,11,4592.13,,29,59,12,4592.13,,29,62,9,4592.13,,27,56,11,4592.13,,28,62,6,4592.13,,27,56,8,4592.13,,27,56,8,4592.13,,27,58,1,4592.13,22.1,
23:47:57 11/02/20,36,33,33,33,33,32,33,32,,,29,59,14,4592.13,,29,59,7,4592.13,,29,62,7,4592.13,,27,56,4,4592.13,,28,62,9,4592.13,,27,56,3,4592.13,,27,56,0,4592.13,,27,58,7,4592.13,23.9,
23:48:07 11/02/20,34,34,34,32,33,34,34,32,,,29,59,1,4492.31,,29,59,3,4492.31,,29,62,9,4592.13,,27,56,4,4592.13,,28,62,7,4592.13,,27,56,3,4592.13,,27,56,9,4592.13,,27,58,10,4592.13,22.0,
23:48:17 11/02/20,33,32,33,31,33,31,32,31,,,29,59,4,2196.24,,29,59,7,1896.75,,29,62,7,1896.75,,27,56,0,1896.75,,28,62,4,1896.75,,27,56,3,1896.75,,27,56,1,1896.75,,27,58,6,1896.75,25.4,
23:48:27 11/02/20,38,38,40,38,39,39,37,48,,,29,59,20,4492.31,,29,59,20,4592.13,,29,62,23,4592.13,,27,56,9,4492.31,,28,62,15,4492.31,,27,56,14,4592.13,,27,56,14,4592.13,,27,58,13,4592.13,44.1,
23:48:37 11/02/20,42,39,42,38,40,37,37,36,,,29,59,20,4592.13,,29,59,20,4592.13,,29,62,17,4592.13,,27,56,8,4592.13,,28,62,14,4592.13,,27,56,22,4492.31,,27,56,11,4592.13,,27,58,15,4592.13,42.9,
23:48:47 11/02/20,49,47,50,47,49,47,46,46,,,29,59,14,4492.31,,29,59,9,4492.31,,29,62,56,4492.31,,27,56,15,4492.31,,28,62,4,4492.31,,27,58,29,4492.31,,27,56,15,4492.31,,27,58,15,4492.31,41.4,
23:48:57 11/02/20,37,37,38,36,38,49,36,37,,,29,59,14,4592.13,,29,59,8,4592.13,,29,62,9,4691.96,,27,56,3,4691.96,,28,62,22,4691.96,,27,58,52,4691.96,,27,56,5,4691.96,,27,58,18,4691.96,39.8,
23:49:07 11/02/20,36,36,37,36,37,36,46,37,,,29,59,5,4592.13,,29,59,8,4592.13,,29,62,16,4592.13,,27,56,2,4592.13,,28,62,5,4592.13,,27,58,58,4592.13,,27,56,19,4592.13,,27,58,5,4592.13,38.5,
23:49:17 11/02/20,33,32,33,31,32,30,31,31,,,29,59,4,1297.78,,29,59,3,1297.78,,29,62,9,1297.78,,27,56,9,1297.78,,28,62,11,1297.78,,27,58,4,1297.78,,27,56,9,1297.78,,27,58,5,1297.78,10.8,
23:49:27 11/02/20,33,32,33,30,32,31,32,31,,,29,59,7,4092.99,,29,59,6,4092.99,,29,62,10,4092.99,,27,56,5,4092.99,,28,62,7,4092.99,,27,58,2,4092.99,,27,56,4,4092.99,,27,58,12,4092.99,11.8,
23:49:37 11/02/20,32,31,31,30,32,29,31,30,,,29,59,8,1197.95,,29,59,8,1197.95,,29,62,3,1197.95,,27,56,3,1197.95,,28,62,3,1197.95,,27,58,2,1197.95,,27,56,3,1197.95,,27,58,6,1197.95,11.3,
23:49:47 11/02/20,31,31,31,29,31,30,31,29,,,29,59,5,1397.61,,29,59,3,1397.61,,29,62,6,1397.61,,27,56,5,1397.61,,28,62,1,1397.61,,27,58,1,1397.61,,27,56,1,1397.61,,27,58,4,1397.61,11.4,
23:49:57 11/02/20,31,31,31,29,31,29,30,29,,,29,59,3,998.29,,29,59,10,998.29,,29,62,14,998.29,,27,56,7,998.29,,28,62,7,998.29,,27,58,1,998.29,,27,56,7,998.29,,27,58,7,998.29,11.1,
23:50:07 11/02/20,31,31,30,29,30,29,31,30,,,29,59,3,3993.16,,29,59,5,3993.16,,29,62,8,3993.16,,27,56,5,3993.16,,28,62,3,3993.16,,27,58,0,3993.16,,27,56,5,3993.16,,27,58,5,3993.16,8.6,
23:50:17 11/02/20,30,31,30,29,30,28,29,28,,,29,59,7,1197.95,,29,59,26,1197.95,,29,62,23,1197.95,,27,56,6,1197.95,,28,62,9,1197.95,,27,58,1,1197.95,,27,56,3,1197.95,,27,58,3,1197.95,11.3,
23:50:27 11/02/20,31,31,31,28,30,29,29,29,,,29,59,8,998.29,,29,59,6,998.29,,29,62,12,998.29,,27,56,3,998.29,,28,62,9,998.29,,27,58,1,998.29,,27,56,3,998.29,,27,58,6,998.29,10.3,
23:50:37 11/02/20,29,30,30,28,31,29,28,28,,,29,59,2,1297.78,,29,59,14,1297.78,,29,62,12,1297.78,,27,56,7,1297.78,,28,62,6,1297.78,,27,58,1,1297.78,,27,56,3,1297.78,,27,58,14,1297.78,9.8,
23:50:47 11/02/20,30,30,29,28,30,28,29,28,,,29,59,3,998.29,,29,59,17,998.29,,29,62,14,998.29,,27,56,6,998.29,,28,62,8,998.29,,27,58,5,998.29,,27,56,1,998.29,,27,58,9,998.29,8.4,
23:50:57 11/02/20,30,30,30,28,30,28,29,29,,,29,59,8,2296.07,,29,59,6,2296.07,,29,62,6,2296.07,,27,56,4,2296.07,,28,62,6,2296.07,,27,58,0,2296.07,,27,56,0,2296.07,,27,58,3,2296.07,11.7,
23:51:07 11/02/20,29,30,30,29,29,28,29,28,,,29,59,9,1297.78,,29,59,12,1297.78,,29,62,14,1297.78,,27,56,1,1297.78,,28,62,4,1297.78,,27,58,0,1297.78,,27,56,4,1297.78,,27,58,5,1297.78,10.2,
23:51:17 11/02/20,29,30,29,28,29,27,29,27,,,29,59,6,1098.12,,29,59,14,1098.12,,29,62,14,1098.12,,27,56,5,1098.12,,28,62,6,1098.12,,27,58,0,1098.12,,27,56,0,1098.12,,27,58,6,1098.12,11.9,
23:51:27 11/02/20,28,29,30,28,29,28,29,27,,,28,59,8,1098.12,,29,59,6,1098.12,,29,62,6,1497.44,,27,56,6,1497.44,,28,62,5,1497.44,,27,58,2,1497.44,,27,56,5,1497.44,,27,58,2,1497.44,10.3,
23:51:37 11/02/20,29,29,29,28,29,28,28,28,,,28,59,6,1197.95,,29,59,9,1197.95,,29,62,11,1197.95,,27,56,9,1197.95,,28,62,8,1197.95,,27,58,0,1197.95,,27,56,6,1197.95,,27,58,6,1197.95,10.0,
23:51:47 11/02/20,29,30,30,28,30,28,29,28,,,28,59,1,798.63,,29,59,6,798.63,,29,62,6,798.63,,27,56,1,798.63,,28,62,4,798.63,,27,58,3,798.63,,27,56,5,798.63,,27,58,9,798.63,12.6,
23:51:57 11/02/20,29,29,29,28,30,27,28,27,,,28,59,8,1597.26,,29,59,9,1597.26,,29,62,9,1597.26,,27,56,3,1597.26,,28,62,1,1597.26,,27,58,6,1597.26,,27,56,5,1597.26,,27,58,11,1597.26,12.7,
23:52:07 11/02/20,29,29,30,28,30,28,29,27,,,28,59,6,898.46,,29,59,8,898.46,,29,62,10,898.46,,27,56,2,898.46,,28,62,8,898.46,,27,58,2,898.46,,27,56,3,898.46,,27,58,6,898.46,14.8,
23:52:17 11/02/20,29,29,29,28,29,27,28,27,,,28,59,4,898.46,,29,59,5,898.46,,29,62,7,898.46,,27,56,4,898.46,,28,62,12,898.46,,27,58,1,898.46,,27,56,5,898.46,,27,58,10,898.46,10.8,
23:52:27 11/02/20,29,30,29,28,30,27,28,27,,,28,59,6,1197.95,,29,59,6,1197.95,,29,62,5,1197.95,,27,56,5,1197.95,,28,62,0,1197.95,,27,58,2,1197.95,,27,56,2,1197.95,,27,58,6,1197.95,8.7,
23:52:37 11/02/20,29,29,30,27,29,27,28,27,,,28,59,7,798.63,,29,59,15,798.63,,29,62,18,798.63,,27,56,9,798.63,,28,62,14,798.63,,27,58,6,798.63,,27,56,4,798.63,,27,58,4,798.63,9.4,
23:52:47 11/02/20,28,29,29,27,29,27,28,27,,,28,59,6,1098.12,,29,59,11,1098.12,,29,62,9,1098.12,,27,56,6,1098.12,,28,62,11,1098.12,,27,58,0,1098.12,,27,56,8,1098.12,,27,58,6,1098.12,8.8,
23:52:57 11/02/20,29,30,29,27,30,28,29,27,,,28,59,10,1297.78,,29,59,8,1297.78,,29,62,2,1297.78,,27,56,3,1297.78,,28,62,5,1297.78,,27,58,0,998.29,,27,56,2,998.29,,27,58,5,998.29,12.8,
23:53:07 11/02/20,29,30,30,27,29,28,29,27,,,28,59,9,3793.50,,29,59,3,3793.50,,29,62,6,3793.50,,27,56,4,3793.50,,28,62,3,3793.50,,27,58,0,3793.50,,27,56,3,3494.02,,26,58,4,3494.02,12.6,
23:53:17 11/02/20,29,29,29,27,29,27,28,27,,,28,59,3,1098.12,,29,59,24,1098.12,,29,62,18,1098.12,,27,56,10,1098.12,,28,62,6,1098.12,,27,58,3,1098.12,,27,56,4,1098.12,,26,58,7,1098.12,10.3,
23:53:27 11/02/20,29,29,29,28,30,28,28,27,,,28,59,7,1297.78,,29,59,3,1297.78,,29,62,9,1297.78,,27,56,3,1297.78,,28,62,1,1297.78,,27,58,0,1297.78,,27,56,4,1297.78,,26,58,1,1297.78,12.1,
23:53:37 11/02/20,29,29,29,28,30,28,27,27,,,28,59,8,1098.12,,29,59,9,1098.12,,29,62,5,1098.12,,27,56,3,1098.12,,28,62,8,1098.12,,27,58,5,1098.12,,27,56,5,1098.12,,26,58,8,1098.12,10.3,
23:53:47 11/02/20,29,29,30,27,30,28,27,28,,,28,59,12,2895.04,,29,59,23,2895.04,,28,62,20,2895.04,,27,56,6,2895.04,,28,62,6,2895.04,,27,58,7,2895.04,,27,56,4,2895.04,,26,58,2,2895.04,10.7,
23:53:57 11/02/20,29,29,29,27,30,28,27,27,,,28,59,4,998.29,,29,59,17,998.29,,28,62,10,998.29,,27,56,4,998.29,,28,62,10,998.29,,27,58,0,998.29,,27,56,0,998.29,,26,58,2,998.29,11.5,
23:54:07 11/02/20,29,29,29,27,29,27,28,27,,,28,59,6,798.63,,29,59,4,798.63,,28,62,8,798.63,,27,56,3,798.63,,28,62,16,798.63,,27,58,2,798.63,,27,56,8,798.63,,26,58,6,798.63,8.9,
23:54:17 11/02/20,29,29,30,27,28,27,28,26,,,28,59,9,2296.07,,29,59,29,2296.07,,28,62,21,2296.07,,27,56,12,2296.07,,28,62,7,2296.07,,27,58,4,2296.07,,27,56,6,2296.07,,26,58,3,2296.07,11.0,
23:54:27 11/02/20,29,29,30,28,29,28,28,27,,,28,59,9,998.29,,29,59,6,998.29,,28,62,6,998.29,,27,56,0,998.29,,28,62,3,998.29,,27,58,0,998.29,,27,56,0,998.29,,26,58,1,998.29,9.2,
23:54:37 11/02/20,29,30,29,27,29,27,27,27,,,28,59,7,998.29,,28,59,4,998.29,,28,62,10,998.29,,27,56,1,998.29,,28,62,7,998.29,,27,58,1,998.29,,27,56,4,998.29,,26,58,5,998.29,9.1,
23:54:47 11/02/20,29,29,29,28,29,28,28,27,,,28,59,10,998.29,,28,59,5,998.29,,28,62,6,998.29,,27,56,3,998.29,,28,62,3,998.29,,27,58,0,998.29,,27,56,0,998.29,,26,58,5,998.29,10.6,
23:54:57 11/02/20,29,29,30,27,29,28,28,27,,,28,59,11,998.29,,28,59,5,998.29,,28,62,5,998.29,,27,56,3,998.29,,28,62,6,998.29,,27,58,0,998.29,,27,56,5,998.29,,26,58,5,998.29,10.5,
